,Platform,Genre,Publisher,NA_Sales,Critic_Score,Critic_Count,User_Score,Year_of_Sales
6033,Wii,Sports,Take-Two Interactive,0.26,68.0,5.0,8.5,7.0
6035,X360,Shooter,Codemasters,0.23,43.0,44.0,6.8,8.0
6038,3DS,Action,Sega,0.17,47.0,21.0,6.3,2.0
6039,PS2,Misc,TDK Mediactive,0.14,30.0,4.0,5.1,14.0
6040,Wii,Sports,Konami Digital Entertainment,0.23,83.0,12.0,8.4,9.0
6043,PS2,Role-Playing,Sega,0.07,81.0,15.0,7.3,11.0
6044,PS2,Strategy,Tecmo Koei,0.06,79.0,14.0,8.1,14.0
6045,PS3,Shooter,Ubisoft,0.12,45.0,42.0,5.5,5.0
6048,PS3,Strategy,Activision,0.1,49.0,6.0,3.6,3.0
6049,XOne,Action,Konami Digital Entertainment,0.15,76.0,13.0,5.4,2.0
6050,PC,Simulation,Electronic Arts,0.01,84.0,36.0,8.7,13.0
6052,Wii,Puzzle,D3Publisher,0.26,71.0,17.0,6.2,9.0
6057,PS4,Role-Playing,Nippon Ichi Software,0.11,80.0,43.0,8.1,1.0
6060,Wii,Action,Capcom,0.06,65.0,18.0,8.8,6.0
6061,PS2,Platform,Ubisoft,0.14,76.0,21.0,8.6,13.0
6063,PSP,Action,Tecmo Koei,0.06,56.0,14.0,7.5,8.0
6064,DS,Puzzle,Sega,0.17,75.0,55.0,8.1,12.0
6065,PS2,Shooter,Midway Games,0.14,84.0,46.0,8.9,12.0
6073,Wii,Action,Capcom,0.15,61.0,30.0,6.5,7.0
6075,GC,Platform,Vivendi Games,0.22,62.0,13.0,8.3,12.0
6076,X360,Racing,Electronic Arts,0.26,59.0,29.0,5.2,9.0
6078,PC,Shooter,Wargaming.net,0.0,80.0,38.0,3.7,5.0
6079,XB,Sports,Microsoft Game Studios,0.21,80.0,41.0,9.0,13.0
6081,PS3,Adventure,Namco Bandai Games,0.09,72.0,49.0,7.9,6.0
6082,WiiU,Action,Ubisoft,0.17,86.0,5.0,7.7,3.0
6083,GBA,Platform,Interplay,0.2,72.0,10.0,5.7,15.0
6084,GBA,Role-Playing,Nintendo,0.08,76.0,29.0,8.1,13.0
6087,PS2,Racing,Ubisoft,0.14,48.0,9.0,8.3,13.0
6093,GBA,Action,Atari,0.2,69.0,12.0,8.2,11.0
6098,PC,Sports,Electronic Arts,0.0,82.0,9.0,4.2,2.0
6099,XB,Action,Take-Two Interactive,0.21,85.0,55.0,8.2,11.0
6100,PS2,Role-Playing,Midway Games,0.09,73.0,24.0,8.8,15.0
6101,Wii,Fighting,Atari,0.24,72.0,37.0,8.5,10.0
6103,XB,Sports,Activision,0.21,58.0,22.0,8.0,14.0
6106,PS2,Racing,Namco Bandai Games,0.14,66.0,35.0,6.2,13.0
6109,PS3,Action,Sega,0.14,40.0,17.0,4.8,9.0
6110,GC,Racing,Acclaim Entertainment,0.22,70.0,18.0,9.0,13.0
6112,PS3,Misc,Sega,0.08,73.0,10.0,8.4,3.0
6115,XB,Fighting,Electronic Arts,0.21,58.0,34.0,7.5,11.0
6118,GBA,Role-Playing,Nintendo,0.0,92.0,25.0,8.4,10.0
6119,PSV,Action,Warner Bros. Interactive Entertainment,0.09,54.0,8.0,5.6,4.0
6122,PS2,Action,Capcom,0.14,90.0,34.0,8.5,12.0
6124,X360,Shooter,Rising Star Games,0.15,76.0,29.0,8.4,7.0
6126,X360,Role-Playing,Microsoft Game Studios,0.18,61.0,70.0,4.8,4.0
6130,PS3,Action,Tecmo Koei,0.1,58.0,23.0,7.9,9.0
6131,X360,Action,Konami Digital Entertainment,0.13,59.0,39.0,7.4,7.0
6132,X360,Simulation,Sega,0.24,71.0,60.0,7.0,10.0
6133,PS2,Action,Electronic Arts,0.14,56.0,14.0,7.6,13.0
6135,XB,Fighting,Microsoft Game Studios,0.21,68.0,41.0,8.5,13.0
6138,Wii,Action,Activision,0.25,57.0,28.0,6.7,9.0
6143,PS2,Action,Empire Interactive,0.14,58.0,24.0,6.6,9.0
6145,PSP,Adventure,Disney Interactive Studios,0.25,52.0,34.0,8.0,10.0
6150,X360,Shooter,Codemasters,0.1,69.0,64.0,6.1,5.0
6151,X360,Action,Activision,0.13,59.0,53.0,6.7,5.0
6153,DS,Sports,Ubisoft,0.26,56.0,5.0,7.0,9.0
6154,DS,Action,Ubisoft,0.15,69.0,20.0,7.3,7.0
6155,PS2,Shooter,Sony Computer Entertainment,0.14,70.0,24.0,7.8,9.0
6157,PS2,Platform,Atari,0.14,64.0,30.0,7.8,13.0
6159,PSP,Sports,Sony Computer Entertainment,0.26,82.0,12.0,7.2,9.0
6162,PS2,Racing,Atari,0.12,69.0,41.0,6.9,10.0
6166,DS,Platform,Capcom,0.16,76.0,37.0,8.3,10.0
6167,PS2,Fighting,Eidos Interactive,0.14,46.0,23.0,4.7,12.0
6169,Wii,Misc,Activision,0.13,50.0,12.0,5.2,7.0
6170,PS,Fighting,Sony Computer Entertainment,0.09,84.0,10.0,8.6,18.0
6171,PS3,Shooter,Namco Bandai Games,0.1,60.0,44.0,5.9,6.0
6172,PS2,Role-Playing,505 Games,0.14,71.0,26.0,7.5,10.0
6174,PS2,Sports,Midway Games,0.14,76.0,22.0,8.9,14.0
6176,PS3,Action,Ignition Entertainment,0.11,78.0,46.0,7.5,5.0
6177,PS3,Sports,Activision,0.18,56.0,5.0,6.7,6.0
6180,XB,Sports,Electronic Arts,0.21,80.0,18.0,7.8,12.0
6186,PSP,Action,Spike,0.06,70.0,21.0,7.5,8.0
6191,XB,Action,Konami Digital Entertainment,0.21,84.0,23.0,8.3,15.0
6193,WiiU,Action,Nintendo,0.17,71.0,34.0,7.1,2.0
6196,PS2,Sports,THQ,0.14,57.0,11.0,5.8,15.0
6197,PS2,Sports,Midway Games,0.14,82.0,19.0,8.4,14.0
6198,X360,Platform,Capcom,0.12,70.0,65.0,7.3,7.0
6199,X360,Misc,Electronic Arts,0.16,66.0,18.0,6.6,6.0
6201,PS3,Misc,Electronic Arts,0.12,66.0,13.0,7.1,7.0
6202,PS3,Action,Sony Computer Entertainment,0.13,61.0,41.0,6.5,5.0
6206,PS2,Shooter,Eidos Interactive,0.05,65.0,23.0,4.9,15.0
6210,X360,Sports,505 Games,0.03,55.0,14.0,3.9,5.0
6216,X360,Fighting,Sega,0.2,89.0,36.0,7.6,9.0
6217,PS2,Action,Activision,0.11,55.0,4.0,7.5,7.0
6218,X360,Strategy,Activision,0.16,59.0,3.0,5.6,3.0
6225,GC,Sports,Acclaim Entertainment,0.21,78.0,15.0,7.7,15.0
6226,PS3,Action,Namco Bandai Games,0.09,71.0,28.0,7.3,2.0
6230,XB,Action,Activision,0.21,60.0,43.0,7.8,11.0
6231,PS2,Sports,Acclaim Entertainment,0.14,65.0,21.0,7.7,13.0
6233,Wii,Adventure,THQ,0.23,56.0,15.0,5.8,10.0
6235,GBA,Platform,Konami Digital Entertainment,0.2,91.0,29.0,9.1,13.0
6236,PS2,Adventure,Ubisoft,0.14,57.0,9.0,7.0,14.0
6237,DS,Role-Playing,Atlus,0.13,80.0,26.0,8.7,7.0
6240,PS3,Shooter,Electronic Arts,0.11,58.0,27.0,6.7,3.0
6245,PSP,Misc,Sony Computer Entertainment,0.05,74.0,41.0,7.2,5.0
6246,Wii,Action,Activision,0.11,75.0,12.0,8.3,7.0
6252,XB,Fighting,Microsoft Game Studios,0.21,65.0,32.0,6.5,13.0
6253,PS3,Misc,Activision,0.14,59.0,33.0,4.7,7.0
6255,GC,Fighting,Atari,0.21,66.0,9.0,5.8,12.0
6257,DS,Platform,Activision,0.24,71.0,17.0,6.4,10.0
6262,PS3,Action,Sony Computer Entertainment,0.0,78.0,42.0,8.1,8.0
6266,XB,Sports,Midway Games,0.2,79.0,20.0,8.7,15.0
6268,X360,Racing,Codemasters,0.08,78.0,51.0,5.8,3.0
6270,PS,Adventure,THQ,0.15,51.0,8.0,6.0,16.0
6271,Wii,Action,Electronic Arts,0.11,64.0,6.0,3.6,5.0
6275,PS,Sports,Acclaim Entertainment,0.15,67.0,11.0,8.1,15.0
6276,PC,Action,Bethesda Softworks,0.1,68.0,18.0,5.9,2.0
6278,X360,Misc,Konami Digital Entertainment,0.25,38.0,28.0,5.1,8.0
6279,X360,Action,Capcom,0.17,72.0,48.0,7.5,5.0
6280,Wii,Simulation,Destineer,0.25,41.0,7.0,5.4,8.0
6283,PS2,Sports,Sony Computer Entertainment,0.13,61.0,57.0,7.2,12.0
6287,PS2,Racing,Codemasters,0.13,81.0,22.0,8.5,14.0
6290,GC,Role-Playing,Nintendo,0.21,80.0,48.0,9.0,13.0
6293,X360,Action,Sega,0.15,41.0,35.0,5.9,6.0
6295,PS2,Action,Ubisoft,0.13,65.0,24.0,8.6,12.0
6298,PSP,Action,Take-Two Interactive,0.23,81.0,36.0,7.8,9.0
6304,XB,Racing,Microsoft Game Studios,0.18,87.0,69.0,9.1,12.0
6305,DS,Puzzle,Namco Bandai Games,0.16,71.0,41.0,7.1,11.0
6307,X360,Racing,Codemasters,0.07,64.0,33.0,5.7,4.0
6308,WiiU,Misc,Nintendo,0.13,60.0,21.0,5.4,4.0
6314,X360,Sports,Electronic Arts,0.25,79.0,49.0,5.3,10.0
6315,PC,Strategy,Atari,0.01,81.0,39.0,5.0,12.0
6316,GC,Platform,Electronic Arts,0.21,69.0,12.0,8.7,14.0
6317,GBA,Fighting,THQ,0.19,73.0,10.0,7.5,14.0
6320,PS2,Role-Playing,Square Enix,0.13,67.0,21.0,8.4,12.0
6321,XB,Racing,Electronic Arts,0.2,79.0,25.0,5.9,11.0
6322,PS2,Shooter,THQ,0.13,70.0,26.0,8.5,12.0
6323,XOne,Action,Electronic Arts,0.16,60.0,26.0,4.3,1.0
6324,X360,Shooter,Sega,0.15,76.0,63.0,6.8,8.0
6325,XB,Sports,Electronic Arts,0.2,89.0,17.0,8.8,15.0
6326,XOne,Action,Warner Bros. Interactive Entertainment,0.13,69.0,20.0,6.8,2.0
6327,X360,Role-Playing,Square Enix,0.15,69.0,21.0,6.6,3.0
6334,PS2,Action,Capcom,0.13,75.0,52.0,8.3,11.0
6338,PS3,Racing,Activision,0.25,62.0,16.0,3.7,5.0
6339,PS2,Action,Electronic Arts,0.13,61.0,17.0,8.0,9.0
6340,Wii,Action,Activision,0.14,41.0,15.0,6.5,6.0
6341,PS2,Racing,THQ,0.13,71.0,8.0,6.4,9.0
6344,Wii,Sports,Take-Two Interactive,0.23,62.0,12.0,5.8,6.0
6345,XB,Action,Activision,0.2,62.0,46.0,6.6,11.0
6349,PS2,Racing,Namco Bandai Games,0.06,77.0,16.0,6.0,16.0
6351,3DS,Action,Warner Bros. Interactive Entertainment,0.16,68.0,7.0,6.8,3.0
6353,PS3,Action,Electronic Arts,0.11,77.0,56.0,8.1,5.0
6354,PC,Strategy,Ubisoft,0.04,76.0,33.0,8.1,6.0
6360,GC,Sports,Electronic Arts,0.21,84.0,17.0,9.0,13.0
6372,PS2,Shooter,BAM! Entertainment,0.13,56.0,16.0,7.0,14.0
6376,GC,Simulation,Electronic Arts,0.21,66.0,15.0,7.3,10.0
6378,3DS,Action,Unknown,0.15,69.0,16.0,7.6,2.0
6380,PC,Strategy,Kalypso Media,0.1,78.0,46.0,7.7,5.0
6381,X360,Sports,Take-Two Interactive,0.18,79.0,23.0,8.4,9.0
6383,PS2,Simulation,Konami Digital Entertainment,0.13,75.0,13.0,8.9,13.0
6387,XB,Sports,Electronic Arts,0.2,78.0,20.0,7.9,14.0
6393,PS2,Fighting,Namco Bandai Games,0.13,52.0,14.0,8.3,11.0
6395,X360,Strategy,Ubisoft,0.12,78.0,45.0,7.0,6.0
6396,PS2,Strategy,Atari,0.13,66.0,20.0,8.3,12.0
6400,X360,Sports,Ubisoft,0.14,41.0,8.0,7.4,5.0
6407,PS3,Sports,Sony Computer Entertainment,0.24,63.0,24.0,6.3,10.0
6408,X360,Shooter,Ubisoft,0.14,47.0,62.0,5.7,5.0
6409,DS,Misc,Ubisoft,0.24,59.0,4.0,6.7,8.0
6411,DS,Racing,Electronic Arts,0.24,45.0,4.0,6.1,11.0
6413,X360,Shooter,SouthPeak Games,0.15,69.0,49.0,7.3,7.0
6416,XB,Sports,Sega,0.2,87.0,18.0,8.2,13.0
6419,PS2,Misc,Pacific Century Cyber Works,0.11,46.0,14.0,8.4,14.0
6420,PS3,Action,Activision,0.12,40.0,9.0,6.4,4.0
6421,X360,Sports,Take-Two Interactive,0.24,75.0,22.0,6.8,9.0
6423,DS,Simulation,Majesco Entertainment,0.24,46.0,9.0,7.0,9.0
6424,X360,Strategy,PopCap Games,0.24,89.0,27.0,8.2,6.0
6428,PS4,Action,Warner Bros. Interactive Entertainment,0.07,73.0,28.0,8.5,0.0
6430,PS2,Action,Take-Two Interactive,0.13,53.0,16.0,7.3,15.0
6431,X360,Action,Sega,0.22,55.0,42.0,6.4,8.0
6432,XB,Shooter,Sega,0.16,90.0,41.0,8.5,14.0
6436,DS,Simulation,Nintendo,0.25,87.0,4.0,5.6,6.0
6441,DS,Role-Playing,Konami Digital Entertainment,0.09,76.0,24.0,7.4,8.0
6442,X360,Action,Electronic Arts,0.23,51.0,48.0,6.2,10.0
6443,DS,Role-Playing,Atlus,0.13,84.0,28.0,8.8,7.0
6449,PS4,Platform,Sony Computer Entertainment,0.09,81.0,70.0,8.1,1.0
6450,PS2,Sports,Midway Games,0.13,56.0,11.0,7.5,10.0
6451,DS,Role-Playing,Atlus,0.09,82.0,17.0,8.9,8.0
6454,PS3,Action,Sega,0.22,55.0,26.0,6.8,8.0
6455,X360,Action,Rising Star Games,0.18,68.0,39.0,8.2,6.0
6461,PS2,Racing,Take-Two Interactive,0.13,50.0,7.0,6.6,12.0
6463,PS3,Action,Ubisoft,0.06,59.0,27.0,5.7,5.0
6469,PSP,Fighting,Namco Bandai Games,0.11,63.0,22.0,8.6,6.0
6470,3DS,Role-Playing,Atlus,0.1,80.0,41.0,8.2,3.0
6473,GBA,Role-Playing,Nintendo,0.0,83.0,25.0,7.2,10.0
6476,GC,Shooter,LucasArts,0.2,67.0,20.0,7.6,14.0
6480,PS3,Action,Tecmo Koei,0.04,64.0,11.0,7.8,5.0
6483,PSP,Fighting,Namco Bandai Games,0.26,70.0,11.0,6.6,10.0
6484,X360,Action,Activision,0.18,63.0,13.0,3.5,4.0
6486,Wii,Sports,Take-Two Interactive,0.24,61.0,5.0,4.5,7.0
6488,XOne,Sports,Take-Two Interactive,0.12,68.0,12.0,5.5,0.0
6490,X360,Strategy,Eidos Interactive,0.21,73.0,55.0,7.1,9.0
6492,PS2,Racing,BAM! Entertainment,0.13,59.0,14.0,9.0,14.0
6493,XOne,Racing,Slightly Mad Studios,0.11,81.0,16.0,5.8,1.0
6494,PSP,Sports,Sony Computer Entertainment,0.24,78.0,12.0,6.9,7.0
6495,PS,Misc,Enix Corporation,0.04,66.0,8.0,8.9,17.0
6496,Wii,Role-Playing,Nintendo,0.0,59.0,16.0,7.9,5.0
6506,PS2,Simulation,Indie Games,0.06,73.0,19.0,8.7,12.0
6508,PS2,Sports,Konami Digital Entertainment,0.13,44.0,14.0,6.7,14.0
6513,XB,Sports,TDK Mediactive,0.19,77.0,33.0,8.4,13.0
6514,GC,Adventure,Ubisoft,0.2,70.0,17.0,5.8,15.0
6522,PS3,Action,Activision,0.2,67.0,44.0,7.9,8.0
6523,PS2,Role-Playing,Eidos Interactive,0.13,67.0,21.0,8.4,15.0
6524,GC,Racing,Vivendi Games,0.2,66.0,10.0,7.4,13.0
6528,Wii,Racing,Nintendo,0.24,77.0,29.0,8.6,7.0
6533,XB,Adventure,Electronic Arts,0.19,88.0,65.0,9.1,11.0
6534,PS2,Fighting,Ignition Entertainment,0.13,64.0,45.0,6.9,12.0
6536,PS3,Role-Playing,Tecmo Koei,0.06,70.0,17.0,6.6,4.0
6538,PS4,Shooter,Take-Two Interactive,0.12,68.0,55.0,6.8,0.0
6542,PS2,Adventure,Sony Computer Entertainment,0.13,78.0,31.0,9.0,14.0
6545,X360,Action,Capcom,0.12,75.0,30.0,7.4,3.0
6546,X360,Sports,Activision,0.17,53.0,10.0,6.6,6.0
6548,PS3,Action,Sony Computer Entertainment,0.0,74.0,60.0,8.4,4.0
6550,X360,Shooter,Electronic Arts,0.16,54.0,55.0,6.2,3.0
6551,PS3,Platform,Sony Computer Entertainment Europe,0.11,80.0,75.0,8.5,3.0
6553,PS3,Action,Ubisoft,0.2,78.0,17.0,6.5,9.0
6556,DS,Action,Capcom,0.11,71.0,41.0,8.4,10.0
6558,X360,Shooter,Atari,0.08,47.0,39.0,7.1,8.0
6559,X360,Action,Ubisoft,0.2,80.0,57.0,7.5,11.0
6561,DS,Platform,Ubisoft,0.21,58.0,20.0,7.6,11.0
6566,XB,Sports,Acclaim Entertainment,0.19,79.0,15.0,8.1,14.0
6567,PS2,Racing,Activision,0.13,77.0,30.0,8.1,12.0
6570,PS2,Sports,Sony Computer Entertainment,0.13,58.0,19.0,7.8,13.0
6572,DS,Adventure,Codemasters,0.24,46.0,5.0,3.6,8.0
6573,GBA,Platform,Konami Digital Entertainment,0.16,87.0,27.0,8.2,14.0
6574,PS2,Racing,Sony Computer Entertainment,0.13,73.0,18.0,6.0,15.0
6577,DS,Adventure,Disney Interactive Studios,0.23,63.0,11.0,8.6,10.0
6578,XB,Role-Playing,Acclaim Entertainment,0.19,77.0,44.0,7.9,12.0
6579,DS,Sports,Electronic Arts,0.24,68.0,25.0,7.7,12.0
6580,GC,Sports,Electronic Arts,0.2,89.0,25.0,8.5,12.0
6581,DS,Puzzle,Nintendo,0.13,73.0,34.0,8.4,12.0
6582,GBA,Fighting,Ubisoft,0.18,84.0,17.0,7.4,15.0
6583,XB,Simulation,LucasArts,0.19,77.0,31.0,8.8,13.0
6584,PC,Role-Playing,Take-Two Interactive,0.01,94.0,54.0,8.1,10.0
6587,DS,Misc,Nintendo,0.21,79.0,51.0,7.9,11.0
6588,PS2,Action,THQ,0.12,56.0,12.0,8.6,10.0
6595,GC,Adventure,Vivendi Games,0.15,81.0,19.0,8.5,14.0
6596,PSP,Racing,Sega,0.03,74.0,14.0,7.2,9.0
6598,PS2,Sports,Take-Two Interactive,0.12,46.0,15.0,4.6,16.0
6603,X360,Racing,Electronic Arts,0.23,69.0,32.0,7.8,8.0
6605,PS3,Racing,Electronic Arts,0.22,65.0,22.0,7.5,8.0
6606,X360,Role-Playing,Focus Home Interactive,0.15,52.0,35.0,5.2,4.0
6621,PC,Simulation,Ubisoft,0.0,62.0,26.0,3.5,6.0
6622,XB,Sports,Microsoft Game Studios,0.2,80.0,34.0,7.7,13.0
6624,Wii,Role-Playing,Square Enix,0.13,64.0,29.0,5.6,7.0
6627,PS3,Action,Electronic Arts,0.16,86.0,23.0,6.9,9.0
6630,3DS,Role-Playing,FuRyu,0.12,67.0,31.0,7.1,1.0
6631,PS3,Racing,THQ,0.18,71.0,10.0,6.4,9.0
6632,PS,Racing,Psygnosis,0.14,93.0,8.0,8.7,20.0
6633,PC,Action,LucasArts,0.1,76.0,14.0,7.5,5.0
6634,PS,Action,BAM! Entertainment,0.14,30.0,6.0,6.3,15.0
6636,X360,Sports,Tecmo Koei,0.15,53.0,46.0,6.7,10.0
6639,PS4,Misc,Sony Computer Entertainment,0.06,59.0,48.0,7.1,0.0
6640,PS3,Action,Bethesda Softworks,0.12,57.0,34.0,6.2,5.0
6641,XB,Shooter,Vivendi Games,0.19,73.0,47.0,8.0,12.0
6645,GC,Shooter,Electronic Arts,0.19,71.0,22.0,7.9,11.0
6646,GC,Platform,Sega,0.19,71.0,37.0,8.7,13.0
6647,X360,Action,Electronic Arts,0.22,85.0,44.0,8.2,9.0
6650,PS2,Racing,Sony Computer Entertainment,0.12,83.0,21.0,8.5,14.0
6652,PS3,Action,Deep Silver,0.05,42.0,33.0,3.8,6.0
6654,XB,Sports,Electronic Arts,0.19,79.0,35.0,8.4,11.0
6657,PC,Strategy,Ubisoft,0.02,72.0,45.0,5.9,1.0
6660,PS,Fighting,Ubisoft,0.14,53.0,6.0,7.4,16.0
6662,XB,Shooter,Ubisoft,0.16,74.0,38.0,8.3,13.0
6663,PS3,Action,THQ,0.15,65.0,5.0,6.5,7.0
6667,DS,Misc,Ubisoft,0.21,64.0,5.0,6.6,6.0
6668,X360,Racing,THQ,0.23,78.0,20.0,7.3,9.0
6669,X360,Racing,THQ,0.22,65.0,16.0,6.1,10.0
6679,PS3,Misc,Sega,0.09,78.0,15.0,8.6,2.0
6683,PC,Racing,Electronic Arts,0.04,76.0,16.0,3.3,3.0
6684,PS2,Action,Vivendi Games,0.12,38.0,7.0,6.8,8.0
6685,GC,Fighting,Electronic Arts,0.19,81.0,22.0,8.5,13.0
6688,XB,Simulation,Electronic Arts,0.19,75.0,31.0,7.1,11.0
6689,Wii,Action,Activision,0.22,63.0,20.0,6.9,8.0
6691,PS3,Shooter,Take-Two Interactive,0.08,69.0,22.0,6.7,3.0
6692,PS2,Sports,Sega,0.12,87.0,21.0,8.7,13.0
6693,Wii,Sports,Activision,0.22,57.0,8.0,6.2,9.0
6695,PSP,Action,Activision,0.11,63.0,10.0,7.8,7.0
6696,X360,Action,THQ,0.21,70.0,52.0,7.5,10.0
6699,X360,Sports,Take-Two Interactive,0.14,56.0,45.0,6.4,8.0
6703,PS2,Action,Capcom,0.03,64.0,27.0,7.4,11.0
6708,X360,Adventure,Disney Interactive Studios,0.18,57.0,18.0,7.1,8.0
6710,X360,Action,Activision,0.18,57.0,50.0,6.8,5.0
6714,PC,Adventure,Take-Two Interactive,0.08,83.0,28.0,7.9,5.0
6715,PS2,Action,Tecmo Koei,0.12,43.0,7.0,5.4,8.0
6717,XB,Shooter,Ubisoft,0.19,70.0,19.0,7.4,11.0
6718,PS,Role-Playing,Ubisoft,0.14,89.0,14.0,6.6,17.0
6721,PS2,Adventure,Ubisoft,0.12,51.0,32.0,7.5,10.0
6725,GC,Platform,Midway Games,0.19,55.0,4.0,7.9,11.0
6727,X360,Simulation,505 Games,0.19,65.0,31.0,7.2,9.0
6732,PS3,Racing,Black Bean Games,0.12,59.0,7.0,6.1,8.0
6733,DS,Action,Activision,0.16,50.0,5.0,6.8,7.0
6734,Wii,Action,Activision,0.19,53.0,8.0,6.1,7.0
6735,PSP,Role-Playing,Nippon Ichi Software,0.1,83.0,33.0,7.1,7.0
6740,PS3,Sports,Spike,0.23,74.0,19.0,4.7,9.0
6741,PS2,Role-Playing,Square Enix,0.12,77.0,13.0,8.0,12.0
6742,PS3,Shooter,Vivendi Games,0.12,80.0,45.0,7.7,7.0
6747,GC,Role-Playing,Activision,0.19,82.0,34.0,6.2,11.0
6750,PS3,Misc,Sony Computer Entertainment,0.07,56.0,17.0,4.9,6.0
6751,X360,Action,Activision,0.14,39.0,28.0,5.0,4.0
6752,X360,Action,Tecmo Koei,0.16,58.0,39.0,4.4,4.0
6754,PC,Strategy,Take-Two Interactive,0.09,88.0,81.0,7.3,0.0
6757,PS4,Role-Playing,Namco Bandai Games,0.1,63.0,32.0,6.3,1.0
6758,GC,Sports,Nintendo,0.19,71.0,18.0,7.4,14.0
6759,XOne,Racing,Codemasters,0.08,64.0,13.0,5.3,1.0
6764,PSV,Platform,Sony Computer Entertainment Europe,0.13,75.0,15.0,8.2,3.0
6767,PS2,Role-Playing,Namco Bandai Games,0.12,43.0,12.0,8.0,10.0
6769,PC,Action,Square Enix,0.03,79.0,26.0,7.0,4.0
6770,3DS,Role-Playing,Atlus,0.16,79.0,32.0,8.7,1.0
6771,Wii,Sports,Ubisoft,0.13,51.0,8.0,8.6,6.0
6773,XOne,Racing,Ubisoft,0.12,80.0,28.0,7.1,2.0
6776,X360,Shooter,Ubisoft,0.2,78.0,46.0,6.2,10.0
6778,PS4,Action,Nippon Ichi Software,0.14,57.0,40.0,6.5,2.0
6780,3DS,Platform,Activision,0.1,68.0,12.0,6.4,3.0
6786,PS,Shooter,3DO,0.14,48.0,8.0,7.3,16.0
6787,PSP,Sports,Sony Computer Entertainment,0.23,80.0,26.0,7.9,11.0
6788,XOne,Action,Activision,0.17,76.0,15.0,5.5,1.0
6789,PSV,Action,Nihon Falcom Corporation,0.1,82.0,56.0,8.8,4.0
6790,PS2,Misc,THQ,0.12,63.0,20.0,4.8,14.0
6795,PS2,Platform,Acclaim Entertainment,0.12,63.0,20.0,7.6,13.0
6796,PS4,Action,Tecmo Koei,0.08,76.0,31.0,8.1,2.0
6797,3DS,Simulation,Namco Bandai Games,0.1,71.0,37.0,7.8,5.0
6800,PS2,Shooter,Electronic Arts,0.12,84.0,39.0,9.1,11.0
6801,PSV,Action,Tecmo Koei,0.05,67.0,35.0,7.5,5.0
6803,GC,Simulation,Ubisoft,0.19,83.0,14.0,8.9,11.0
6805,XB,Action,Capcom,0.14,83.0,27.0,8.6,14.0
6806,GBA,Platform,Nintendo,0.17,70.0,30.0,5.0,11.0
6808,PS3,Shooter,Codemasters,0.21,42.0,28.0,5.5,8.0
6811,PC,Shooter,THQ,0.11,70.0,36.0,5.5,5.0
6812,XB,Racing,TDK Mediactive,0.18,53.0,4.0,8.6,13.0
6813,DS,Role-Playing,Activision,0.22,56.0,6.0,6.9,6.0
6814,PS3,Racing,Codemasters,0.08,67.0,44.0,7.4,7.0
6815,PSP,Sports,Electronic Arts,0.21,64.0,4.0,4.2,7.0
6816,XB,Racing,Acclaim Entertainment,0.18,88.0,23.0,5.1,13.0
6817,PS2,Misc,Sega,0.12,78.0,25.0,7.7,11.0
6818,XB,Shooter,Namco Bandai Games,0.18,75.0,26.0,8.0,13.0
6820,PSP,Role-Playing,GungHo,0.19,80.0,26.0,7.7,7.0
6821,GC,Action,Ubisoft,0.19,81.0,30.0,8.3,11.0
6822,Wii,Misc,Activision,0.22,42.0,5.0,6.2,9.0
6825,GC,Racing,Electronic Arts,0.19,67.0,16.0,7.7,15.0
6827,X360,Action,Tecmo Koei,0.16,58.0,22.0,8.0,5.0
6829,PC,Strategy,Sega,0.09,80.0,66.0,7.3,1.0
6830,XB,Action,Microsoft Game Studios,0.18,52.0,26.0,8.5,15.0
6833,XB,Fighting,Atari,0.18,51.0,11.0,6.1,11.0
6835,PS3,Misc,MTV Games,0.21,60.0,12.0,5.3,8.0
6836,PSP,Racing,Vivendi Games,0.16,68.0,9.0,7.1,11.0
6842,X360,Action,Capcom,0.15,71.0,54.0,6.5,4.0
6843,GC,Role-Playing,Marvelous Interactive,0.19,70.0,12.0,9.2,12.0
6852,DS,Adventure,Ubisoft,0.1,75.0,42.0,7.4,10.0
6853,PS2,Sports,Sega,0.12,83.0,17.0,8.0,14.0
6855,XOne,Sports,Electronic Arts,0.2,77.0,23.0,4.0,0.0
6858,X360,Action,Activision,0.2,60.0,16.0,5.2,7.0
6859,GC,Action,Activision,0.19,61.0,32.0,4.0,11.0
6861,GBA,Sports,Activision,0.17,64.0,7.0,5.4,11.0
6863,PC,Shooter,THQ,0.0,81.0,40.0,8.1,6.0
6869,PSP,Role-Playing,Rising Star Games,0.15,53.0,29.0,6.3,10.0
6875,X360,Action,Ubisoft,0.07,63.0,35.0,6.1,5.0
6878,3DS,Role-Playing,Nippon Ichi Software,0.09,77.0,44.0,7.9,1.0
6879,XOne,Misc,Majesco Entertainment,0.17,73.0,5.0,6.2,3.0
6880,DS,Role-Playing,Rising Star Games,0.16,70.0,25.0,7.0,9.0
6882,XB,Racing,Gathering of Developers,0.18,59.0,15.0,6.2,15.0
6886,GBA,Action,Take-Two Interactive,0.17,68.0,33.0,7.1,12.0
6887,DS,Role-Playing,Rising Star Games,0.11,71.0,29.0,7.4,8.0
6890,X360,Misc,Sega,0.16,53.0,31.0,5.2,5.0
6891,Wii,Action,Capcom,0.13,62.0,17.0,8.2,8.0
